,sentence,sentence ID,paragraphID
3090,dna be send to be translate in cytoplasm where it form with ribosome.,3,1203
3091,Ribosomes bind the new dna molecule.,4,1203
3092,the transcription and translation continue until the dna be copy.,5,1203
3093,"MRNA be make during the first step of protein synthesis, which be transcription.",1,1204
3094,"the dna 's genetic information, or secret code, get write onto a strand of mrna.",2,1204
3095,transcription take place in the nucleu.,3,1204
3096,the next step in make a protein be call translation.,4,1204
3097,the mrna attach itself to the ribosome. read more at : http://www.ducksters.com/science/biology/proteins_and_amino_acids.php this text be copyright Ducksters. do not use without permission.,5,1204
3098,"the ribosome figure out where to start on the m rna by find a special three letter "" begin "" sequence call a codon.",6,1204
3099,the ribosome then move down the strand of mrna.,7,1204
3100,"when the ribosome see the "" stop "" code, it end the translation and the protein be complete.",8,1204
3101,you wash the wound.,1,1205
3102,you apply a bandaid or other cover if need.,2,1205
3103,the blood clot.,3,1205
3104,a scab form.,4,1205
3105,the skin repair itself under the protective cover of the scab.,5,1205
3106,the scab fall off.,6,1205
3107,"you body accomplish "" rapid hemostasis "" ( stop the bleed ) through a process call vasoconstriction, in which you blood vessel be close tight.",1,1207
3108,inflammation be you body 's way of alert you of a injury.,2,1207
3109,proliferation and migration be when cell move in a certain orderto be to heel and to further contract blood vessel. and.,3,1207
3110,the body then begin the process of rebuild tissue and be call angiogenesis.,4,1207
3111,it be time to begin regrow damage skin which be call reepithelialization.,5,1207
3112,synthesis often happen almost simultaneously a it form blood clot.,6,1207
3113,synthesis help further prevent bleed a new skin and vein be form.,7,1207
3114,fuel mix with air.,1,1208
3115,mix get induct into cylinder.,2,1208
3116,Piston compress the mix.,3,1208
3117,spark plug emit a spark that ignite it cause combustion.,4,1208
3118,combustion gas expand.,5,1208
3119,push piston during power stroke.,6,1208
3120,exhaust valve open to vent exhaust out tail pipe.,7,1208
3121,you start with a glacier.,1,1213
3122,through warming or other method a chunk be take off the glacier.,2,1213
3123,the chunk drift into the sea.,3,1213
3124,and it settle where it can remain in it state.,4,1213
3125,it be consider a iceberg.,5,1213
3126,a person eat food.,1,1214
3127,the person 's blood sugar level rise.,2,1214
3128,the pancrea receive a signal to release insulin.,3,1214
3129,insulin be release into the bloodstream.,4,1214
3130,insulin signal cell to absorb sugar.,5,1214
3131,the cell absorb sugar from the bloodstream.,6,1214
3132,the cell use the sugar a energy.,7,1214
3133,you eat food.,1,1216
3134,you stomach digest the food.,2,1216
3135,sugar from food enter you bloodstream.,3,1216
3136,insulin help turn sugar into energy.,4,1216
3137,"insulin help you body store the energy in fat, muscle and liver cell.",5,1216
3138,a tree produce seed.,1,1217
3139,"the seed be disperse by wind, animal, etc.",2,1217
3140,the seed reach the ground.,3,1217
3141,grow into new tree.,4,1217
3142,these new tree produce seed.,5,1217
3143,the process repeat itself over and over.,6,1217
3144,network of tree start form.,1,1218
3145,the tree die off.,2,1218
3146,the dead material provide nutrient for more tree.,3,1218
3147,the rise tree provide shelter.,4,1218
3148,and more organism begin to thrive.,5,1218
3149,the ecosystem know a a forest be make.,6,1218
3150,grass and small plant grow in a area.,1,1219
3151,these plant die.,2,1219
3152,the soil gain organic material.,3,1219
3153,the soil become more fertile.,4,1219
3154,larger plant be able to be support.,5,1219
3155,tree eventually grow.,6,1219
3156,a fuel source must produce heat.,1,1223
3157,heat be use to create steam.,2,1223
3158,steam will be use to power turbine.,3,1223
3159,turbine will work together with magnet to generate electricity.,4,1223
3160,electricity or moving electron will then flow through wire.,5,1223
3161,the wire will carry electron to home and business remotely.,6,1223
3162,"nuclear plant use uranium - 235, which be unstable.",1,1224
3163,"uranium - 235 split, release energy and neutron.",2,1224
3164,"the neutron hit other atom, split they.",3,1224
3165,this continue until the reaction be self - sustain.,4,1224
3166,rod contain uranium be use in the power plant.,5,1224
3167,control rod slow or accelerate the reaction.,6,1224
3168,heat from the fission turn water into steam.,7,1224
3169,the steam drive a turbine.,8,1224
3170,the turbine drive a generator.,9,1224
3171,the generator create electricity.,10,1224
3172,food be enter into the gut.,1,1226
3173,the pancrea secrete enyzm.,2,1226
3174,some of the enzyme break down fat.,3,1226
3175,it break down carbohydrate.,4,1226
3176,the break down food can be pas.,5,1226
3177,absorb by the body.,6,1226
3178,fan blow air onto the evaporator 's coil.,1,1240
3179,the refrigerant within the coil absorb the heat.,2,1240
3180,the refrigerant change from a liquid to a gas.,3,1240
3181,"the compressor compress the gas, increase the pressure.",4,1240
3182,"the hot, pressurize gas move to the condenser.",5,1240
3183,the gas condense in the condenser and become a liquid again.,6,1240
3184,heat be radiate away from the condenser.,7,1240
3185,the cool liquid be return to the evaporator.,8,1240
3186,you speak into the receiver on you phone.,1,1250
3187,sound wafe move part inside the receiver.,2,1250
3188,Movement cause the magnet inside to produce eletricity.,3,1250
3189,electricity be transfer through a wire or cable.,4,1250
3190,a membrane in the other person phone be vibrate by the magnet in they telephone.,5,1250
3191,sound be produce.,6,1250
3192,they hear you.,7,1250
3193,star burn mass.,1,1258
3194,the star burn until it run out of fuel.,2,1258
3195,the star can no longer support it weight.,3,1258
3196,the layer of hydrogen press down on the core.,4,1258
3197,the core get smaller and smaller under the pressure.,5,1258
3198,the pressure cause gravity to get stronger.,6,1258
3199,the gravity become so powerful that nothing can escape it.,7,1258
3200,"anything that get close to it, be draw into it by it gravity.",8,1258
3201,light be draw into it.,9,1258
3202,light can not escape.,10,1258
3203,a spider must find a suitable place for it web.,1,1259
3204,the spider produce a thread from one it gland from one point to another.,2,1259
3205,the spider do this in several point.,3,1259
3206,the spider thread through each of the other thread form a web.,4,1259
3207,the spider reinforce the web.,5,1259
3208,the spider pick a suitable place.,1,1260
3209,the spider produce sticky silk from it abdomen.,2,1260
3210,the spider attach it to object where it want to build the web.,3,1260
3211,the spider string this silk back and forth between object.,4,1260
3212,a web be create.,5,1260
3213,the bird pick a tree.,1,1265
3214,the bird collect twig and other refuse.,2,1265
3215,the bird make a flat base with twig.,3,1265
3216,the bird make side with twig and other thing.,4,1265
3217,the bird add softer material to the inside.,5,1265
3218,the nest be do.,6,1265
3219,"a bird pick a spot high spot, often in a tree.",1,1266
3220,the bird collect bit of stick and grass.,2,1266
3221,the sick and grass be place between support branch.,3,1266
3222,"leave, mud and spider web be add to the stick.",4,1266
3223,"the mud, leave and web glue the stick together.",5,1266
3224,the solid nest support the egg.,6,1266
3225,a flowering plant have staman and pistil.,1,1273
3226,a insect to bird land on the plant.,2,1273
3227,some of the pollen stick to it.,3,1273
3228,the insect or bird travel to another plant of the same specie.,4,1273
3229,the pollen be tranfer to the new plant.,5,1273
3230,mix pancake mix with water.,1,1290
3231,heat a griddle.,2,1290
3232,pour a circle of batter in the griddle.,3,1290
3233,"when most of the bubble pop on the surface, flip.",4,1290
3234,cook to desire color.,5,1290
3235,"apply butter, syrup and enjoy.",6,1290
3236,"mix flour, baking powder, sugar, and salt into a bowl.",1,1291
3237,"mix in milk, egg, and melt butter.",2,1291
3238,mix until smooth.,3,1291
3239,heat a griddle or frying pan to medium high.,4,1291
3240,pour batter onto the griddle.,5,1291
3241,the carafe be fill with water.,1,1293
3242,the water be pour into the machine at the back.,2,1293
3243,coffee bean be put into a grinder.,3,1293
3244,the grinder be activate.,4,1293
3245,a filter be put into the coffee maker.,5,1293
3246,the ground coffee be put into the filter.,6,1293
3247,sometimes a bit of salt be add to the ground to bring out flavor.,7,1293
3248,the top of the machine be close.,8,1293
3249,the power be turn on.,9,1293
3250,the water pas through the ground and become coffee.,10,1293
3251,the coffee pot be fill with water.,1,1294
3252,Water be pour into the well of the machine.,2,1294
3253,a filter be place in the basket.,3,1294
3254,Ground coffee be measure into the filter.,4,1294
3255,turn on the machine start the water heating.,5,1294
3256,the hot water rise up.,6,1294
3257,the water drop into the ground coffee.,7,1294
3258,the hot water pas through the ground.,8,1294
3259,the coffee drip into the pot from the basket.,9,1294
3260,place the water in a pot.,1,1295
3261,cover the pot with a slightly too large cover.,2,1295
3262,place a larger pot under the first.,3,1295
3263,heat water to evaporation.,4,1295
3264,Water vapor will collect on the lid.,5,1295
3265,drip into the second pot a fresh water.,6,1295
3266,Salt be leave behind in the original pot.,7,1295
3267,Blood carry into kidney by the renal artery.,1,1298
3268,nephron in the kidney filter the blood.,2,1298
3269,the waste that be filter out mix with water.,3,1298
3270,become urine.,4,1298
3271,ureter carry urine out of the kidney.,5,1298
3272,Blood enter the kidney.,1,1299
3273,the blood travel into the neophron.,2,1299
3274,waste be expel via the neophron.,3,1299
3275,the waste go to the bladder in the form of urine.,4,1299
3276,the clean blood exit the kidney.,5,1299
3277,food or milk that could spoil easily be bring in.,1,1303
3278,through method of heating the food be treat.,2,1303
3279,the microbe that may proliferate in the food be destroy.,3,1303
3280,depend on the treatment this happen a few more time.,4,1303
3281,the food be consider pasteurize.,5,1303
3282,Squirrels try to eat a much a possible.,1,1310
3283,squirrel gain weight and fat.,2,1310
3284,Squirrel also hide food in or near it den.,3,1310
3285,Squirrels also grow a thicker coat a the weather get colder.,4,1310
3286,squirrel live off of it excess body fat.,5,1310
3287,Squirrel use it food store in the winter.,6,1310
3288,the primary root break from the seed.,1,1314
3289,a shoot develop with a leaf.,2,1314
3290,the shoot break through the soil a a seedling.,3,1314
3291,the tree become a sapling when it get taller than 3 ft.,4,1314
3292,the mature tree produce flower or fruit.,5,1314
3293,seed be produce from the flower or fruit.,6,1314
3294,a dead or die tree be know a a snag.,7,1314
3295,the magnetron convert electricity into radio wafe.,1,1333
3296,the radio wafe go through a wave guide.,2,1333
3297,the radio wafe go into the food compartment.,3,1333
3298,microwave bounce off the metal wall of the food compartment.,4,1333
3299,microwave pas through the food.,5,1333
